Call ID,Date Time,Agent ID,Agent State,Call Type,Service,Answer Time,avg talking time,Call Fwd,FWD Agent,disconnected code,disconnect time,Survey Opted,Customer FB,resolved
CID-00212,2026-02-14T03:41:26Z,1011,1,1,2,54,466,No,,1,2026-02-14T03:50:06Z,Yes,4.0,N
CID-00213,2026-02-03T14:07:22Z,1007,0,2,3,56,289,Yes,1004.0,1,2026-02-03T14:13:07Z,Yes,3.0,Y
CID-00214,2026-02-21T18:27:49Z,1006,2,2,10,49,171,No,,1,2026-02-21T18:31:29Z,No,,N
CID-00215,2026-02-10T17:47:13Z,1007,3,2,10,51,167,No,,1,2026-02-10T17:50:51Z,No,,Y
CID-00216,2026-02-09T15:23:47Z,1002,9,2,10,48,282,No,,1,2026-02-09T15:29:17Z,Yes,5.0,N
CID-00217,2026-02-24T18:50:41Z,1014,0,5,4,11,60,Yes,1007.0,1,2026-02-24T18:51:52Z,No,,N
CID-00218,2026-02-19T14:40:18Z,1001,13,1,3,13,3,No,,57,2026-02-19T14:40:34Z,,,N
CID-00219,2026-02-17T03:51:07Z,1011,9,2,10,48,473,No,,1,2026-02-17T03:59:48Z,No,,N
CID-00220,2026-02-10T12:58:41Z,1004,10,2,4,33,118,No,,1,2026-02-10T13:01:12Z,Yes,0.0,N
CID-00221,2026-02-11T16:23:46Z,1015,0,1,4,18,450,Yes,1009.0,1,2026-02-11T16:31:34Z,No,,N
CID-00222,2026-02-22T16:55:47Z,1011,0,5,3,50,482,Yes,1006.0,1,2026-02-22T17:04:39Z,Yes,5.0,Y
CID-00223,2026-02-10T16:09:32Z,1009,13,4,2,46,111,No,,1,2026-02-10T16:12:09Z,Yes,1.0,Y
CID-00224,2026-02-16T00:31:30Z,1010,0,2,3,59,286,Yes,1012.0,1,2026-02-16T00:37:15Z,Yes,1.0,Y
CID-00225,2026-02-25T08:59:27Z,1004,9,1,2,46,344,No,,1,2026-02-25T09:05:57Z,Yes,4.0,Y
CID-00226,2026-02-01T15:12:05Z,1010,0,1,2,32,96,Yes,1005.0,1,2026-02-01T15:14:13Z,No,,Y
CID-00227,2026-02-27T04:02:58Z,1004,0,5,2,46,285,Yes,1014.0,1,2026-02-27T04:08:29Z,Yes,5.0,N
CID-00228,2026-02-20T08:43:16Z,1014,0,2,1,55,291,Yes,1002.0,1,2026-02-20T08:49:02Z,Yes,1.0,Y
CID-00229,2026-02-16T05:11:02Z,1014,2,4,3,20,97,No,,1,2026-02-16T05:12:59Z,Yes,4.0,Y
CID-00230,2026-02-02T00:49:42Z,1005,0,4,1,35,0,Yes,1014.0,57,2026-02-02T00:50:17Z,,,Y
CID-00231,2026-02-21T01:36:50Z,1005,0,2,1,17,356,Yes,1013.0,1,2026-02-21T01:43:03Z,Yes,2.0,Y
CID-00232,2026-02-07T18:46:02Z,1001,0,5,1,21,0,Yes,1006.0,57,2026-02-07T18:46:23Z,,,N
CID-00233,2026-02-09T18:03:20Z,1012,0,5,3,27,271,Yes,1008.0,1,2026-02-09T18:08:18Z,Yes,4.0,N
CID-00234,2026-02-18T18:47:43Z,1006,13,4,4,50,149,No,,1,2026-02-18T18:51:02Z,Yes,4.0,N
CID-00235,2026-02-28T06:48:40Z,1008,0,1,2,29,222,Yes,1014.0,1,2026-02-28T06:52:51Z,Yes,2.0,Y
CID-00236,2026-02-10T03:07:59Z,1011,9,2,10,44,359,No,,1,2026-02-10T03:14:42Z,No,,Y
CID-00237,2026-02-26T11:19:00Z,1014,0,2,3,50,323,Yes,1001.0,1,2026-02-26T11:25:13Z,Yes,2.0,N
CID-00238,2026-02-08T05:05:35Z,1005,0,4,1,46,374,Yes,1013.0,1,2026-02-08T05:12:35Z,No,,N
CID-00239,2026-02-22T15:33:46Z,1006,0,1,10,31,405,Yes,1003.0,1,2026-02-22T15:41:02Z,Yes,0.0,N
CID-00240,2026-02-27T03:39:49Z,1009,0,4,1,55,114,Yes,1015.0,1,2026-02-27T03:42:38Z,No,,Y
CID-00241,2026-02-27T06:52:48Z,1015,4,1,2,48,446,No,,1,2026-02-27T07:01:02Z,No,,N
CID-00242,2026-02-26T19:12:10Z,1012,0,5,2,42,404,Yes,1006.0,1,2026-02-26T19:19:36Z,Yes,5.0,N
CID-00243,2026-02-25T10:09:17Z,1004,4,5,10,44,273,No,,1,2026-02-25T10:14:34Z,No,,Y
CID-00244,2026-02-21T02:57:04Z,1009,0,1,3,20,17,Yes,1015.0,57,2026-02-21T02:57:41Z,,,N
CID-00245,2026-02-10T18:53:07Z,1008,13,5,5,15,382,No,,1,2026-02-10T18:59:44Z,Yes,2.0,Y
CID-00246,2026-02-24T00:56:19Z,1012,10,5,3,44,175,No,,1,2026-02-24T00:59:58Z,No,,N
CID-00247,2026-02-13T16:49:09Z,1003,0,2,5,47,70,Yes,1010.0,1,2026-02-13T16:51:06Z,Yes,0.0,N
CID-00248,2026-02-02T18:51:58Z,1009,13,4,4,20,206,No,,1,2026-02-02T18:55:44Z,Yes,0.0,N
CID-00249,2026-02-26T09:26:34Z,1004,1,1,2,28,94,No,,1,2026-02-26T09:28:36Z,No,,Y
CID-00250,2026-02-14T05:42:43Z,1003,0,2,4,13,444,Yes,1013.0,1,2026-02-14T05:50:20Z,No,,N
CID-00251,2026-02-18T18:05:16Z,1001,0,5,5,11,149,Yes,1010.0,1,2026-02-18T18:07:56Z,Yes,4.0,N
CID-00252,2026-02-28T00:57:30Z,1014,3,2,1,35,162,No,,1,2026-02-28T01:00:47Z,No,,N
CID-00253,2026-02-21T13:47:17Z,1012,0,5,10,28,46,Yes,1002.0,1,2026-02-21T13:48:31Z,No,,N
CID-00254,2026-02-19T20:10:22Z,1011,0,5,1,14,70,Yes,1007.0,1,2026-02-19T20:11:46Z,Yes,1.0,N
CID-00255,2026-02-04T00:06:08Z,1008,0,2,4,58,114,Yes,1015.0,1,2026-02-04T00:09:00Z,No,,N
CID-00256,2026-02-23T11:55:08Z,1008,0,2,4,29,357,Yes,1005.0,1,2026-02-23T12:01:34Z,No,,N
CID-00257,2026-02-09T07:02:59Z,1006,0,4,2,27,89,Yes,1012.0,1,2026-02-09T07:04:55Z,Yes,1.0,N
CID-00258,2026-02-07T21:27:57Z,1006,4,5,4,51,130,No,,1,2026-02-07T21:30:58Z,Yes,3.0,N
CID-00259,2026-02-15T04:19:48Z,1002,0,1,10,21,220,Yes,1015.0,1,2026-02-15T04:23:49Z,No,,Y
CID-00260,2026-02-17T15:40:52Z,1008,0,4,10,44,176,Yes,1005.0,1,2026-02-17T15:44:32Z,Yes,2.0,Y
CID-00261,2026-02-24T04:26:46Z,1003,0,2,3,34,465,Yes,1013.0,1,2026-02-24T04:35:05Z,No,,N
CID-00262,2026-02-09T11:57:11Z,1005,2,4,5,39,282,No,,1,2026-02-09T12:02:32Z,No,,Y
CID-00263,2026-02-15T02:16:32Z,1003,0,5,1,48,72,Yes,1013.0,1,2026-02-15T02:18:32Z,Yes,2.0,Y
CID-00264,2026-02-19T05:23:21Z,1013,9,5,3,48,69,No,,1,2026-02-19T05:25:18Z,Yes,3.0,Y
CID-00265,2026-02-26T10:55:18Z,1004,3,1,2,39,181,No,,1,2026-02-26T10:58:58Z,No,,N
CID-00266,2026-02-04T01:34:34Z,1013,1,1,1,57,32,No,,1,2026-02-04T01:36:03Z,No,,Y
CID-00267,2026-02-21T08:39:06Z,1013,0,2,1,20,16,Yes,1002.0,57,2026-02-21T08:39:42Z,,,N
CID-00268,2026-02-13T21:58:52Z,1004,0,1,1,40,450,Yes,1006.0,1,2026-02-13T22:07:02Z,No,,Y
CID-00269,2026-02-05T20:31:22Z,1005,0,4,10,33,279,Yes,1007.0,1,2026-02-05T20:36:34Z,Yes,1.0,N
CID-00270,2026-02-28T01:21:54Z,1009,0,2,3,58,86,Yes,1013.0,1,2026-02-28T01:24:18Z,Yes,0.0,N
CID-00271,2026-02-23T00:42:24Z,1007,0,5,5,59,147,Yes,1011.0,1,2026-02-23T00:45:50Z,Yes,5.0,Y
CID-00272,2026-02-09T04:49:58Z,1004,0,2,3,51,229,Yes,1012.0,1,2026-02-09T04:54:38Z,Yes,3.0,Y
CID-00273,2026-02-19T17:22:44Z,1014,0,4,2,15,202,Yes,1008.0,1,2026-02-19T17:26:21Z,Yes,3.0,Y
CID-00274,2026-02-04T14:21:07Z,1009,0,5,2,35,391,Yes,1004.0,1,2026-02-04T14:28:13Z,Yes,3.0,N
CID-00275,2026-02-23T09:35:41Z,1011,0,5,2,50,279,Yes,1001.0,1,2026-02-23T09:41:10Z,Yes,3.0,Y
CID-00276,2026-02-26T23:14:28Z,1011,0,1,5,15,195,Yes,1008.0,1,2026-02-26T23:17:58Z,No,,N
CID-00277,2026-02-18T06:11:01Z,1006,0,2,10,48,232,Yes,1015.0,1,2026-02-18T06:15:41Z,No,,N
CID-00278,2026-02-24T11:10:51Z,1007,0,4,3,38,159,Yes,1001.0,1,2026-02-24T11:14:08Z,Yes,4.0,Y
CID-00279,2026-02-20T00:44:40Z,1008,0,5,4,37,256,Yes,1014.0,1,2026-02-20T00:49:33Z,No,,N
CID-00280,2026-02-21T06:22:37Z,1006,0,1,10,14,221,Yes,1015.0,1,2026-02-21T06:26:32Z,No,,Y
CID-00281,2026-02-02T04:27:06Z,1003,0,2,10,46,439,Yes,1014.0,1,2026-02-02T04:35:11Z,No,,N
CID-00282,2026-02-23T00:49:57Z,1007,0,2,2,27,71,Yes,1013.0,1,2026-02-23T00:51:35Z,Yes,2.0,N
CID-00283,2026-02-12T18:42:12Z,1007,3,1,3,31,448,No,,1,2026-02-12T18:50:11Z,Yes,2.0,Y
CID-00284,2026-02-08T11:17:50Z,1014,0,1,5,40,277,Yes,1004.0,1,2026-02-08T11:23:07Z,Yes,1.0,N
CID-00285,2026-02-13T06:54:52Z,1013,2,1,10,26,87,No,,1,2026-02-13T06:56:45Z,Yes,5.0,N
CID-00286,2026-02-01T00:56:40Z,1011,4,2,3,59,499,No,,1,2026-02-01T01:05:58Z,Yes,0.0,N
CID-00287,2026-02-21T12:04:34Z,1002,9,2,1,17,43,No,,1,2026-02-21T12:05:34Z,No,,N
CID-00288,2026-02-04T18:14:39Z,1009,3,5,3,37,44,No,,1,2026-02-04T18:16:00Z,Yes,4.0,N
CID-00289,2026-02-03T22:42:01Z,1006,10,1,2,54,474,No,,1,2026-02-03T22:50:49Z,Yes,1.0,N
CID-00290,2026-02-03T17:36:39Z,1004,0,1,2,40,365,Yes,1009.0,1,2026-02-03T17:43:24Z,No,,N
CID-00291,2026-02-27T02:30:56Z,1011,2,4,10,27,283,No,,1,2026-02-27T02:36:06Z,No,,Y
CID-00292,2026-02-04T14:12:07Z,1010,0,1,10,40,279,Yes,1004.0,1,2026-02-04T14:17:26Z,Yes,3.0,N
CID-00293,2026-02-06T19:59:56Z,1001,0,4,4,33,405,Yes,1006.0,1,2026-02-06T20:07:14Z,No,,N
CID-00294,2026-02-23T17:34:55Z,1002,0,2,1,56,304,Yes,1009.0,1,2026-02-23T17:40:55Z,Yes,3.0,Y
CID-00295,2026-02-05T20:14:28Z,1012,0,5,1,51,31,Yes,1009.0,1,2026-02-05T20:15:50Z,Yes,2.0,Y
CID-00296,2026-02-03T09:39:05Z,1003,3,4,1,36,82,No,,1,2026-02-03T09:41:03Z,Yes,2.0,Y
CID-00297,2026-02-16T02:35:19Z,1009,0,5,3,58,189,Yes,1011.0,1,2026-02-16T02:39:26Z,Yes,3.0,N
CID-00298,2026-02-07T02:57:31Z,1001,0,1,3,52,283,Yes,1013.0,1,2026-02-07T03:03:06Z,No,,Y
CID-00299,2026-02-19T00:16:41Z,1008,0,1,3,43,81,Yes,1012.0,1,2026-02-19T00:18:45Z,Yes,0.0,N
CID-00300,2026-02-15T07:05:36Z,1001,0,5,1,15,448,Yes,1014.0,1,2026-02-15T07:13:19Z,No,,N
CID-00301,2026-02-12T13:35:52Z,1005,9,2,4,36,153,No,,1,2026-02-12T13:39:01Z,Yes,4.0,Y
CID-00302,2026-02-27T01:35:04Z,1011,9,1,5,45,233,No,,1,2026-02-27T01:39:42Z,Yes,5.0,N
CID-00303,2026-02-01T08:27:51Z,1014,0,4,1,58,369,Yes,1002.0,1,2026-02-01T08:34:58Z,No,,N
CID-00304,2026-02-11T20:03:39Z,1004,0,5,3,11,156,Yes,1010.0,1,2026-02-11T20:06:26Z,Yes,1.0,Y
CID-00305,2026-02-08T22:13:37Z,1014,0,4,2,59,195,Yes,1007.0,1,2026-02-08T22:17:51Z,Yes,4.0,N
CID-00306,2026-02-17T01:55:15Z,1008,0,1,3,22,50,Yes,1015.0,1,2026-02-17T01:56:27Z,Yes,1.0,N
CID-00307,2026-02-26T22:58:09Z,1003,0,1,4,16,348,Yes,1010.0,1,2026-02-26T23:04:13Z,No,,N
CID-00308,2026-02-01T02:18:18Z,1005,0,5,1,32,205,Yes,1014.0,1,2026-02-01T02:22:15Z,Yes,5.0,Y
CID-00309,2026-02-15T00:28:54Z,1008,0,4,4,47,132,Yes,1014.0,1,2026-02-15T00:31:53Z,Yes,1.0,N
CID-00310,2026-02-05T21:54:46Z,1011,0,2,3,59,304,Yes,1010.0,1,2026-02-05T22:00:49Z,No,,Y
CID-00311,2026-02-23T01:42:18Z,1007,0,2,4,40,324,Yes,1013.0,1,2026-02-23T01:48:22Z,Yes,3.0,Y
CID-00312,2026-02-06T20:42:58Z,1006,3,4,3,27,16,No,,57,2026-02-06T20:43:41Z,,,N
CID-00313,2026-02-27T10:51:34Z,1011,0,1,2,12,382,Yes,1004.0,1,2026-02-27T10:58:08Z,Yes,2.0,Y
CID-00314,2026-02-28T19:18:01Z,1005,0,4,10,49,492,Yes,1006.0,1,2026-02-28T19:27:02Z,No,,Y
CID-00315,2026-02-25T22:57:27Z,1007,2,4,10,59,254,No,,1,2026-02-25T23:02:40Z,Yes,3.0,Y
CID-00316,2026-02-26T11:44:01Z,1012,0,5,3,43,472,Yes,1005.0,1,2026-02-26T11:52:36Z,No,,N
CID-00317,2026-02-25T19:20:13Z,1013,0,4,1,16,255,Yes,1008.0,1,2026-02-25T19:24:44Z,Yes,3.0,Y
CID-00318,2026-02-19T01:48:35Z,1015,4,4,4,28,361,No,,1,2026-02-19T01:55:04Z,Yes,2.0,Y
CID-00319,2026-02-14T20:39:16Z,1009,3,5,5,26,444,No,,1,2026-02-14T20:47:06Z,Yes,1.0,N
CID-00320,2026-02-18T20:05:12Z,1004,0,1,4,37,316,Yes,1008.0,1,2026-02-18T20:11:05Z,Yes,2.0,N
CID-00321,2026-02-28T12:47:37Z,1013,0,5,3,47,333,Yes,1002.0,1,2026-02-28T12:53:57Z,Yes,3.0,Y
CID-00322,2026-02-17T04:33:25Z,1009,0,4,5,17,311,Yes,1012.0,1,2026-02-17T04:38:53Z,No,,N
CID-00323,2026-02-22T12:29:33Z,1008,0,5,2,37,320,Yes,1003.0,1,2026-02-22T12:35:30Z,Yes,2.0,N
CID-00324,2026-02-26T15:41:43Z,1002,9,2,1,33,452,No,,1,2026-02-26T15:49:48Z,Yes,3.0,N
CID-00325,2026-02-17T15:07:07Z,1003,1,1,2,57,225,No,,1,2026-02-17T15:11:49Z,Yes,0.0,Y
CID-00326,2026-02-12T16:46:20Z,1006,2,4,2,51,257,No,,1,2026-02-12T16:51:28Z,Yes,2.0,N
CID-00327,2026-02-10T08:03:20Z,1003,3,1,4,50,288,No,,1,2026-02-10T08:08:58Z,Yes,2.0,Y
CID-00328,2026-02-09T00:06:20Z,1002,0,5,4,34,468,Yes,1014.0,1,2026-02-09T00:14:42Z,No,,N
CID-00329,2026-02-02T22:02:07Z,1008,10,4,4,46,35,No,,1,2026-02-02T22:03:28Z,No,,N
CID-00330,2026-02-12T07:03:37Z,1013,4,1,5,10,43,No,,1,2026-02-12T07:04:30Z,No,,Y
CID-00331,2026-02-01T16:25:57Z,1006,1,4,2,41,101,No,,1,2026-02-01T16:28:19Z,No,,N
CID-00332,2026-02-08T12:15:28Z,1003,13,2,1,46,453,No,,1,2026-02-08T12:23:47Z,No,,Y
CID-00333,2026-02-23T03:40:59Z,1012,3,2,10,15,485,No,,1,2026-02-23T03:49:19Z,No,,Y
CID-00334,2026-02-05T17:31:21Z,1002,0,5,4,22,363,Yes,1009.0,1,2026-02-05T17:37:46Z,No,,N
CID-00335,2026-02-14T01:36:52Z,1008,0,1,5,20,103,Yes,1011.0,1,2026-02-14T01:38:55Z,Yes,5.0,Y
CID-00336,2026-02-03T22:31:48Z,1011,0,4,2,28,124,Yes,1009.0,1,2026-02-03T22:34:20Z,Yes,0.0,Y
CID-00337,2026-02-25T17:37:58Z,1003,0,5,3,20,17,Yes,1009.0,57,2026-02-25T17:38:35Z,,,N
CID-00338,2026-02-23T04:39:35Z,1008,0,1,5,37,180,Yes,1011.0,1,2026-02-23T04:43:12Z,Yes,3.0,Y
CID-00339,2026-02-28T07:43:57Z,1006,0,4,2,12,458,Yes,1011.0,1,2026-02-28T07:51:47Z,Yes,4.0,Y
CID-00340,2026-02-03T08:28:55Z,1002,4,4,5,45,208,No,,1,2026-02-03T08:33:08Z,Yes,2.0,Y
CID-00341,2026-02-16T23:13:51Z,1014,0,4,2,36,2,Yes,1006.0,57,2026-02-16T23:14:29Z,,,Y
CID-00342,2026-02-12T06:18:37Z,1007,0,2,4,53,358,Yes,1015.0,1,2026-02-12T06:25:28Z,Yes,0.0,Y
CID-00343,2026-02-14T23:12:39Z,1013,0,5,3,53,397,Yes,1007.0,1,2026-02-14T23:20:09Z,Yes,5.0,N
CID-00344,2026-02-07T02:02:29Z,1003,0,5,2,18,363,Yes,1013.0,1,2026-02-07T02:08:50Z,No,,Y
CID-00345,2026-02-25T06:31:04Z,1014,4,5,1,58,272,No,,1,2026-02-25T06:36:34Z,Yes,2.0,N
CID-00346,2026-02-14T20:14:05Z,1008,2,1,10,15,240,No,,1,2026-02-14T20:18:20Z,No,,N
CID-00347,2026-02-26T23:47:17Z,1013,0,1,2,17,409,Yes,1009.0,1,2026-02-26T23:54:23Z,Yes,0.0,N
CID-00348,2026-02-01T02:25:36Z,1010,0,4,2,53,118,Yes,1013.0,1,2026-02-01T02:28:27Z,No,,N
CID-00349,2026-02-02T00:02:58Z,1015,3,1,2,38,91,No,,1,2026-02-02T00:05:07Z,No,,Y
CID-00350,2026-02-03T23:13:41Z,1007,1,2,10,14,463,No,,1,2026-02-03T23:21:38Z,No,,N
CID-00351,2026-02-15T20:18:17Z,1005,0,5,2,28,434,Yes,1007.0,1,2026-02-15T20:25:59Z,Yes,5.0,Y
CID-00352,2026-02-02T04:34:18Z,1013,2,2,3,58,240,No,,1,2026-02-02T04:39:16Z,Yes,1.0,Y
CID-00353,2026-02-03T12:27:44Z,1003,1,4,4,59,408,No,,1,2026-02-03T12:35:31Z,Yes,0.0,Y
CID-00354,2026-02-13T05:32:50Z,1014,3,5,5,47,399,No,,1,2026-02-13T05:40:16Z,No,,N
CID-00355,2026-02-17T14:49:39Z,1009,0,4,2,34,359,Yes,1003.0,1,2026-02-17T14:56:12Z,Yes,2.0,Y
CID-00356,2026-02-21T11:26:43Z,1001,1,1,2,43,278,No,,1,2026-02-21T11:32:04Z,Yes,3.0,N
CID-00357,2026-02-10T03:19:30Z,1008,0,5,3,39,484,Yes,1015.0,1,2026-02-10T03:28:13Z,Yes,1.0,Y
CID-00358,2026-02-10T16:37:38Z,1008,10,4,1,23,353,No,,1,2026-02-10T16:43:54Z,No,,N
CID-00359,2026-02-13T00:14:01Z,1006,0,2,10,54,154,Yes,1015.0,1,2026-02-13T00:17:29Z,Yes,3.0,Y
CID-00360,2026-02-12T22:15:02Z,1007,3,1,2,56,18,No,,57,2026-02-12T22:16:16Z,,,Y
CID-00361,2026-02-21T16:46:33Z,1006,4,1,10,49,138,No,,1,2026-02-21T16:49:40Z,Yes,3.0,Y
CID-00362,2026-02-01T03:30:57Z,1003,0,4,3,32,399,Yes,1011.0,1,2026-02-01T03:38:08Z,No,,Y
CID-00363,2026-02-21T21:14:30Z,1002,0,2,1,48,458,Yes,1007.0,1,2026-02-21T21:22:56Z,No,,N
CID-00364,2026-02-21T16:04:14Z,1010,9,1,1,55,112,No,,1,2026-02-21T16:07:01Z,No,,Y
CID-00365,2026-02-08T07:01:25Z,1012,10,4,1,33,490,No,,1,2026-02-08T07:10:08Z,No,,Y
CID-00366,2026-02-11T23:46:40Z,1013,0,2,2,20,3,Yes,1007.0,57,2026-02-11T23:47:03Z,,,Y
CID-00367,2026-02-27T16:08:30Z,1008,4,5,5,38,207,No,,1,2026-02-27T16:12:35Z,No,,Y
CID-00368,2026-02-28T17:25:14Z,1013,0,1,10,41,82,Yes,1008.0,1,2026-02-28T17:27:17Z,Yes,1.0,Y
CID-00369,2026-02-14T23:05:15Z,1014,0,5,4,38,254,Yes,1006.0,1,2026-02-14T23:10:07Z,No,,N
CID-00370,2026-02-25T15:48:56Z,1011,0,4,1,50,117,Yes,1002.0,1,2026-02-25T15:51:43Z,Yes,0.0,N
CID-00371,2026-02-12T19:36:33Z,1001,0,1,5,34,388,Yes,1010.0,1,2026-02-12T19:43:35Z,No,,Y
CID-00372,2026-02-23T03:52:37Z,1008,0,1,5,58,27,Yes,1012.0,57,2026-02-23T03:54:02Z,,,Y
CID-00373,2026-02-02T09:53:02Z,1015,0,1,3,50,476,Yes,1002.0,1,2026-02-02T10:01:48Z,Yes,5.0,N
CID-00374,2026-02-20T05:00:17Z,1013,9,2,10,60,180,No,,1,2026-02-20T05:04:17Z,Yes,0.0,Y
CID-00375,2026-02-06T09:18:50Z,1002,1,5,1,55,166,No,,1,2026-02-06T09:22:31Z,Yes,2.0,N
CID-00376,2026-02-19T04:54:06Z,1004,0,2,2,17,94,Yes,1015.0,1,2026-02-19T04:55:57Z,No,,N
CID-00377,2026-02-12T19:50:45Z,1002,0,2,4,16,454,Yes,1010.0,1,2026-02-12T19:58:35Z,Yes,4.0,N
CID-00378,2026-02-26T18:35:02Z,1011,0,1,10,29,142,Yes,1010.0,1,2026-02-26T18:37:53Z,Yes,2.0,N
CID-00379,2026-02-07T15:30:18Z,1010,0,5,3,27,120,Yes,1002.0,1,2026-02-07T15:32:45Z,Yes,2.0,N
CID-00380,2026-02-06T00:33:30Z,1007,0,4,5,38,299,Yes,1012.0,1,2026-02-06T00:39:07Z,No,,Y
CID-00381,2026-02-05T01:15:45Z,1003,0,5,10,16,216,Yes,1013.0,1,2026-02-05T01:19:37Z,No,,N
CID-00382,2026-02-08T02:45:23Z,1003,0,2,3,50,398,Yes,1013.0,1,2026-02-08T02:52:51Z,Yes,5.0,Y
CID-00383,2026-02-10T03:25:32Z,1014,4,4,4,56,66,No,,1,2026-02-10T03:27:34Z,Yes,2.0,Y
CID-00384,2026-02-15T15:12:32Z,1003,2,1,1,38,291,No,,1,2026-02-15T15:18:01Z,Yes,1.0,Y
CID-00385,2026-02-12T08:07:15Z,1007,0,4,10,55,75,Yes,1002.0,1,2026-02-12T08:09:25Z,Yes,2.0,N
CID-00386,2026-02-14T17:43:14Z,1007,1,2,5,24,464,No,,1,2026-02-14T17:51:22Z,Yes,3.0,N
CID-00387,2026-02-06T21:59:22Z,1011,0,2,1,44,309,Yes,1010.0,1,2026-02-06T22:05:15Z,No,,Y
CID-00388,2026-02-28T11:00:09Z,1008,0,4,1,17,151,Yes,1005.0,1,2026-02-28T11:02:57Z,No,,N
CID-00389,2026-02-24T22:21:42Z,1010,1,5,2,24,251,No,,1,2026-02-24T22:26:17Z,Yes,3.0,N
CID-00390,2026-02-19T00:39:39Z,1011,10,1,3,30,404,No,,1,2026-02-19T00:46:53Z,No,,Y
CID-00391,2026-02-04T20:01:04Z,1011,0,5,3,18,347,Yes,1006.0,1,2026-02-04T20:07:09Z,No,,N
CID-00392,2026-02-05T19:11:50Z,1006,1,1,5,35,254,No,,1,2026-02-05T19:16:39Z,Yes,3.0,N
CID-00393,2026-02-13T12:19:26Z,1013,0,1,3,57,374,Yes,1004.0,1,2026-02-13T12:26:37Z,Yes,3.0,N
CID-00394,2026-02-28T03:34:56Z,1011,1,1,3,49,297,No,,1,2026-02-28T03:40:42Z,Yes,3.0,Y
CID-00395,2026-02-21T12:24:50Z,1005,3,2,5,45,381,No,,1,2026-02-21T12:31:56Z,Yes,4.0,Y
CID-00396,2026-02-22T07:26:30Z,1012,10,4,2,21,29,No,,57,2026-02-22T07:27:20Z,,,N
CID-00397,2026-02-19T04:05:51Z,1004,0,1,3,32,104,Yes,1013.0,1,2026-02-19T04:08:07Z,Yes,5.0,N
CID-00398,2026-02-16T05:09:04Z,1015,2,2,2,35,477,No,,1,2026-02-16T05:17:36Z,No,,N
CID-00399,2026-02-25T11:09:09Z,1004,9,4,10,13,123,No,,1,2026-02-25T11:11:25Z,Yes,0.0,Y
CID-00400,2026-02-03T15:47:46Z,1001,1,2,5,60,275,No,,1,2026-02-03T15:53:21Z,Yes,0.0,Y
CID-00401,2026-02-25T16:51:11Z,1009,9,1,1,40,347,No,,1,2026-02-25T16:57:38Z,No,,N
CID-00402,2026-02-08T15:24:44Z,1003,1,1,4,46,225,No,,1,2026-02-08T15:29:15Z,No,,Y
CID-00403,2026-02-16T17:48:33Z,1010,2,4,2,54,283,No,,1,2026-02-16T17:54:10Z,No,,Y
CID-00404,2026-02-20T21:57:34Z,1007,13,2,1,33,139,No,,1,2026-02-20T22:00:26Z,No,,N
CID-00405,2026-02-11T06:33:47Z,1015,10,1,2,32,31,No,,1,2026-02-11T06:34:50Z,No,,Y
CID-00406,2026-02-20T11:51:13Z,1002,2,2,3,53,451,No,,1,2026-02-20T11:59:37Z,No,,Y
CID-00407,2026-02-27T11:51:47Z,1015,0,4,5,38,127,Yes,1001.0,1,2026-02-27T11:54:32Z,Yes,4.0,Y
CID-00408,2026-02-13T02:44:40Z,1007,0,4,1,20,202,Yes,1011.0,1,2026-02-13T02:48:22Z,No,,Y
CID-00409,2026-02-03T10:50:32Z,1003,3,2,10,14,227,No,,1,2026-02-03T10:54:33Z,Yes,1.0,N
CID-00410,2026-02-12T09:45:37Z,1012,0,5,5,57,481,Yes,1003.0,1,2026-02-12T09:54:35Z,No,,N
CID-00411,2026-02-01T02:02:07Z,1008,0,4,1,49,456,Yes,1014.0,1,2026-02-01T02:10:32Z,No,,Y
CID-00412,2026-02-01T04:53:16Z,1004,0,2,10,56,395,Yes,1011.0,1,2026-02-01T05:00:47Z,No,,Y
CID-00413,2026-02-07T20:11:55Z,1009,13,4,10,11,214,No,,1,2026-02-07T20:15:40Z,No,,Y
CID-00414,2026-02-21T09:39:18Z,1007,0,1,5,14,153,Yes,1005.0,1,2026-02-21T09:42:05Z,No,,N
CID-00415,2026-02-09T09:02:33Z,1015,0,5,10,12,293,Yes,1002.0,1,2026-02-09T09:07:38Z,No,,Y
CID-00416,2026-02-04T02:34:21Z,1008,0,4,3,12,24,Yes,1011.0,57,2026-02-04T02:34:57Z,,,N
CID-00417,2026-02-12T01:21:56Z,1003,0,5,10,45,360,Yes,1013.0,1,2026-02-12T01:28:41Z,Yes,2.0,Y
CID-00418,2026-02-05T12:32:38Z,1010,0,4,4,26,316,Yes,1004.0,1,2026-02-05T12:38:20Z,No,,N
CID-00419,2026-02-20T04:34:09Z,1001,0,4,2,10,226,Yes,1012.0,1,2026-02-20T04:38:05Z,Yes,2.0,N
CID-00420,2026-02-16T12:01:41Z,1001,4,5,4,27,106,No,,1,2026-02-16T12:03:54Z,Yes,2.0,N
CID-00421,2026-02-10T07:17:00Z,1003,0,5,3,48,450,Yes,1011.0,1,2026-02-10T07:25:18Z,No,,Y
CID-00422,2026-02-03T01:16:45Z,1006,0,1,5,29,239,Yes,1012.0,1,2026-02-03T01:21:13Z,Yes,2.0,N
